station_no,station_name,tel,address,latitude,longitude,note,city,district
B77,卓越機車行,04-24612801,臺中市西屯區福聯街39號1樓、2樓,24.186635,120.610314,"今日正常營業,但實際營業狀況依現場為主",台中市,西屯區
B78,富仁機車行,04-22510577,臺中市西屯區潮洋里黎明路二段969號一樓,24.170750,120.636287,"今日正常營業,但實際營業狀況依現場為主",台中市,西屯區
B79,承昌機車有限公司,04-27027238,臺中市西屯區西墩里黎明路三段65號1樓,24.172752,120.636988,"今日正常營業,但實際營業狀況依現場為主",台中市,西屯區
B7A,宥佳輪業有限公司,04-22959950,臺中市北屯區平和里文心路四段259號1樓,,,"今日正常營業,但實際營業狀況依現場為主",台中市,北屯區
B80,協進機車行,04-23110211,臺中市西屯區惠來里西屯路二段150之2號1樓,24.167486,120.650089,"今日正常營業,但實際營業狀況依現場為主",台中市,西屯區
B81,詠全機車行,04-23142093,臺中市西屯區何德里甘肅路一段111號1樓,24.166975,120.658075,"今日正常營業,但實際營業狀況依現場為主",台中市,西屯區
B82,中信機車行,04-22928416,臺中市西屯區大河里中平路132號1樓,24.176135,120.661990,"今日正常營業,但實際營業狀況依現場為主",台中市,西屯區
B83,享順機車行,04-27061259,臺中市西屯區西平里福星路312號1樓,24.181346,120.644841,"今日正常營業,但實際營業狀況依現場為主",台中市,西屯區
B84,明德車行,04-22524398,臺中市西屯區潮洋里黎明路二段894號,24.164077,120.634564,"今日正常營業,但實際營業狀況依現場為主",台中市,西屯區
B85,弘源輪業行,04-27065896,臺中市西屯區西墩里黎明路三段250號1樓,24.179899,120.637763,"今日正常營業,但實際營業狀況依現場為主",台中市,西屯區
B86,展億車業,04-23722542,臺中市西區藍興里三民路一段76號1樓,24.131633,120.668675,"今日正常營業,但實際營業狀況依現場為主",台中市,西區
B87,崑輪機車行,04-22016172,臺中市西區民權路242號1樓,24.145393,120.671548,"今日正常營業,但實際營業狀況依現場為主",台中市,西區
B88,大統機車行,04-24755868,臺中市西區公正里向上南路一段198號,24.145129,120.652223,"今日正常營業,但實際營業狀況依現場為主",台中市,西區
B89,元隆車業有限公司,04-22020060,臺中市西區和龍里五權路183號1樓及183之1號1樓,24.148531,120.674189,"今日正常營業,但實際營業狀況依現場為主",台中市,西區
B8A,原富機車行,0927-078185,臺中市豐原區東湳里豐原大道六段７７７號,,,"今日正常營業,但實際營業狀況依現場為主",台中市,豐原區
B90,勤益機車行,04-23299020,臺中市西區公正里東興路三段59號1樓,24.146859,120.652797,"今日正常營業,但實際營業狀況依現場為主",台中市,西區
B91,南裕車業有限公司,04-23714638,臺中市西區公館里南屯路一段79之1號,24.131996,120.663812,"今日正常營業,但實際營業狀況依現場為主",台中市,西區
B92,慶達機車行,04-22654967,臺中市南區樹德里大慶街二段29-1號1樓、29-2號1樓,24.115922,120.649953,"今日正常營業,但實際營業狀況依現場為主",台中市,南區
B93,興泰機車行,04-23725402,臺中市西區吉龍里美村路一段641號1樓,24.136360,120.661870,"今日正常營業,但實際營業狀況依現場為主",台中市,西區
B94,榮田機車行,04-22139607,臺中市東區十甲里十甲路136之2號1樓,24.144397,120.701469,"今日正常營業,但實際營業狀況依現場為主",台中市,東區
B95,通順機車行,04-22816576,臺中市東區東橋里大智路445號1樓,24.126502,120.690487,"今日正常營業,但實際營業狀況依現場為主",台中市,東區
B96,榮豐機車行,04-22832435,臺中市東區振興里忠孝路469號1樓,24.133511,120.690926,"今日正常營業,但實際營業狀況依現場為主",台中市,東區
B97,瑞鎰車業商行,04-23602043,臺中市東區東勢里進化路207之4號,24.149376,120.694186,"今日正常營業,但實際營業狀況依現場為主",台中市,東區
B98,福興機車行,04-22268222,臺中市東區新庄里復興路4段9號1樓,24.134747,120.683251,"今日正常營業,但實際營業狀況依現場為主",台中市,東區
B99,順利機車行,04-22131240,臺中市東區樂成里樂業路257號1樓,24.139008,120.699895,"今日正常營業,但實際營業狀況依現場為主",台中市,東區
B9A,明電電機輪業商行,04-22627070,臺中市南區江川里建成路１７７７號一樓,,,"今日正常營業,但實際營業狀況依現場為主",台中市,南區
BA0,三元機車行,04-23897478,臺中市南屯區田心里五權西路二段540號1樓,24.141069,120.642118,"今日正常營業,但實際營業狀況依現場為主",台中市,南屯區
BA1,祥發機車行,04-23829747,臺中市南屯區文山里嶺東路842號1樓,24.151691,120.612594,"今日正常營業,但實際營業狀況依現場為主",台中市,南屯區
BA2,南美機車行,04-23852658,臺中市南屯區田心里向心路53號1樓,24.139292,120.644276,"今日正常營業,但實際營業狀況依現場為主",台中市,南屯區
BA3,玉鼎機車行,04-24723427,臺中市南屯區大同里東興路二段182號1樓,24.141149,120.653202,"今日正常營業,但實際營業狀況依現場為主",台中市,南屯區
BA4,答穩輪業有限公司,04-23891710,臺中市南屯區永定里南屯路二段689號,24.140560,120.636838,"今日正常營業,但實際營業狀況依現場為主",台中市,南屯區
BA5,上陽機車行,04-23811505,臺中市南屯區寶山里五權西路三段89號1樓,24.153382,120.614676,"今日正常營業,但實際營業狀況依現場為主",台中市,南屯區
BA6,源福興機車行,04-24790456,臺中市南屯區楓樹里黎明路一段196號,24.116445,120.627153,"今日正常營業,但實際營業狀況依現場為主",台中市,南屯區
BA7,富源行,04-22225747,臺中市中區柳川里臺灣大道一段396號1樓,24.143045,120.679083,"今日正常營業,但實際營業狀況依現場為主",台中市,中區
BA8,聯福機車行,04-22875020,臺中市南區城隍里忠孝路120號1樓,24.129048,120.681094,"今日正常營業,但實際營業狀況依現場為主",台中市,南區
BA9,元貴機車行,04-23754117,臺中市南區忠明南路681號1樓,24.129107,120.658045,"今日正常營業,但實際營業狀況依現場為主",台中市,南區
BB0,瑞安輪業商行,04-22627522,臺中市南區南和路136號1樓,24.118557,120.668793,"今日正常營業,但實際營業狀況依現場為主",台中市,南區
BB1,展昌車行,04-22870252,臺中市南區江川里建成路1802號,24.126621,120.673620,"今日正常營業,但實際營業狀況依現場為主",台中市,南區
BB2,國光車業行,04-22878048,臺中市南區南門里國光路375號1樓,24.120288,120.679553,"今日正常營業,但實際營業狀況依現場為主",台中市,南區
BB3,吉豐車行,04-22610387,臺中市南區和平里復興路二段36之6號1樓,24.119560,120.660208,"今日正常營業,但實際營業狀況依現場為主",台中市,南區
BB4,昇旺機車行,04-22371715,臺中市北屯區平安里北平路四段36號,24.170568,120.687007,"今日正常營業,但實際營業狀況依現場為主",台中市,北屯區
BB5,良翊輪業商行,04-22361127,臺中市北區永興街178號1樓,24.163620,120.682464,"今日正常營業,但實際營業狀況依現場為主",台中市,北區
BB6,振發機車行,04-23846488,臺中市南屯區田心里惠文南街266號1樓,24.138826,120.641658,"今日正常營業,但實際營業狀況依現場為主",台中市,南屯區
BB7,新民車業有限公司,04-22920555,臺中市北屯區平陽里大連路一段391號1樓,24.176560,120.680939,"今日正常營業,但實際營業狀況依現場為主",台中市,北屯區
BB8,大連機車專業商行,04-22450338,臺中市北屯區平福里大連路二段251號1樓,24.175771,120.689370,"今日正常營業,但實際營業狀況依現場為主",台中市,北屯區
BB9,廣昌機車行,04-22527224,臺中市南屯區三義里黎明路二段480號1樓,24.152832,120.635138,"今日正常營業,但實際營業狀況依現場為主",台中市,南屯區
BC0,富達機車行,04-22428597,臺中市北屯區舊社里遼寧路一段446號1樓,24.178268,120.696761,"今日正常營業,但實際營業狀況依現場為主",台中市,北屯區
BC1,坤益車業機車行,04-22434163,臺中市北屯區平順里大連路三段72號1樓,24.174775,120.692684,"今日正常營業,但實際營業狀況依現場為主",台中市,北屯區
BC2,鴻昌機車行,04-24210530,臺中市北屯區仁和里崇德路三段319號,24.188646,120.686069,"今日正常營業,但實際營業狀況依現場為主",台中市,北屯區
BC3,黎明機車行,04-22523887,臺中市南屯區三和里黎明路二段347號1樓,24.150017,120.635278,"今日正常營業,但實際營業狀況依現場為主",台中市,南屯區
BC4,燁群輪業行,04-22301865,臺中市北區崇德里進化北路120號1樓,24.163236,120.687347,"今日正常營業,但實際營業狀況依現場為主",台中市,北區
BC5,昌興機車行,04-24790197,臺中市南屯區楓樹里黎明路一段226號1樓,24.116855,120.627356,"今日正常營業,但實際營業狀況依現場為主",台中市,南屯區
BC6,吉佑機車行,04-27016229,臺中市西屯區廣福里廣福路322號,24.202428,120.644554,"今日正常營業,但實際營業狀況依現場為主",台中市,西屯區
BC7,五元車行,04-23897522,臺中市南屯區南屯里南屯路二段746號,24.139808,120.638596,"今日正常營業,但實際營業狀況依現場為主",台中市,南屯區
BC8,東峰機車行,04-22067999,臺中市北區育德里美德街209號1樓,24.158042,120.679094,"今日正常營業,但實際營業狀況依現場為主",台中市,北區
BC9,上益機車行,04-22454838,臺中市北屯區昌平路一段147號,24.176150,120.690175,"今日正常營業,但實際營業狀況依現場為主",台中市,北屯區
BD0,全億機車行,04-22058189,臺中市北區明德里太原路一段374號1樓,24.164628,120.664932,"今日正常營業,但實際營業狀況依現場為主",台中市,北區
BD1,暉凡車業有限公司,04-22630575,臺中市南區樹義里大慶街二段1之7號1樓,24.113904,120.652966,"今日正常營業,但實際營業狀況依現場為主",台中市,南區
BD2,暉祥汽車有限公司,04-23112388,臺中市西屯區大河里甘肅路二段122號,24.174248,120.655641,"今日正常營業,但實際營業狀況依現場為主",台中市,西屯區
BD3,聯宏輪業行,04-22113888,臺中市東區東信里十甲東路397號1樓,24.135531,120.705739,"今日正常營業,但實際營業狀況依現場為主",台中市,東區
BD4,宏恩機車行,04-24619967,臺中市西屯區西屯路三段164-24號,24.188696,120.617008,"今日正常營業,但實際營業狀況依現場為主",台中市,西屯區
BD5,凱旭機車行,04-22354874,臺中市北區建興里崇德路一段254號1樓,24.161025,120.685273,"今日正常營業,但實際營業狀況依現場為主",台中市,北區
BD6,崑松機車行,04-22477847,臺中市北屯區松竹里松竹路2段437號1樓,24.181707,120.688255,"今日正常營業,但實際營業狀況依現場為主",台中市,北屯區
BD7,金和機車行,04-22124386,臺中市東區振興路369之31號,24.132032,120.701502,"今日正常營業,但實際營業狀況依現場為主",台中市,東區
BD8,見才商行,04-22270979,臺中市西區平和里民生路116號1樓,24.141150,120.673204,"今日正常營業,但實際營業狀況依現場為主",台中市,西區
BE0,弘永發車業,04-25663069,臺中市大雅區員林里中清路四段289號1樓、291號1樓,24.230359,120.640865,"今日正常營業,但實際營業狀況依現場為主",台中市,大雅區
BE1,新動力車業,04-25678794,臺中市大雅區員林里雅環路三段121號1樓,24.228340,120.643758,"今日正常營業,但實際營業狀況依現場為主",台中市,大雅區
BE2,成泰機車行,04-26800708,臺中市外埔區大東里甲后路五段67號1樓,24.342506,120.637370,"今日正常營業,但實際營業狀況依現場為主",台中市,外埔區
BE3,飛力機車行,04-26352436,臺中市沙鹿區興安里興安路50-2號1樓,24.232281,120.555905,"今日正常營業,但實際營業狀況依現場為主",台中市,沙鹿區
BE4,東岡機車行,04-26362803,臺中市龍井區山腳里沙田路六段231號,24.210145,120.550154,"今日正常營業,但實際營業狀況依現場為主",台中市,龍井區
BE5,駿成車業行,04-23303982,臺中市霧峰區本鄉里草湖路1號1樓,24.067695,120.698766,"今日正常營業,但實際營業狀況依現場為主",台中市,霧峰區
BE6,宏益機車行,04-23397511,臺中市霧峰區萊園路15-8號1樓,24.064345,120.699629,"今日正常營業,但實際營業狀況依現場為主",台中市,霧峰區
BE7,榮輪輪業行,04-22016838,臺中市北區中達里篤行路338號1、2樓,24.155594,120.673768,"今日正常營業,但實際營業狀況依現場為主",台中市,北區
BE8,展裕輪業行,04-22938959,臺中市北區賴旺里青島路一段24號1樓,24.172655,120.673984,"今日正常營業,但實際營業狀況依現場為主",台中市,北區
BE9,亞慶機車行,04-24369097,臺中市北屯區水景里東山路一段145之14號1樓,24.169798,120.706634,"今日正常營業,但實際營業狀況依現場為主",台中市,北屯區
BF0,合意機車行,04-24931607,臺中市大里區金城里塗城路792號1樓,24.090573,120.696873,"今日正常營業,但實際營業狀況依現場為主",台中市,大里區
BF1,台力機車行,04-24811229,臺中市大里區長榮里大里路108之2號,24.104087,120.686223,"今日正常營業,但實際營業狀況依現場為主",台中市,大里區
BF2,忠政機車行,04-26933118,臺中市大肚區福山里沙田路一段519之2號,24.123906,120.562942,"今日正常營業,但實際營業狀況依現場為主",台中市,大肚區
BF3,建達機車行,04-22768297,臺中市太平區宜昌里宜昌路350號1樓、352號,24.147069,120.715375,"今日正常營業,但實際營業狀況依現場為主",台中市,太平區
BF4,振武機車行,04-23952358,臺中市太平區新光里振武路10號1樓、12號1樓,24.154276,120.708597,"今日正常營業,但實際營業狀況依現場為主",台中市,太平區
BF5,狄勇機車行,04-23731758,臺中市南區崇倫里建國北路一段257號1樓,24.125679,120.658226,"今日正常營業,但實際營業狀況依現場為主",台中市,南區
BF6,新日陽車業行,04-23373323,臺中市烏日區九德里中山路一段180號1樓,24.109496,120.642684,"今日正常營業,但實際營業狀況依現場為主",台中市,烏日區
BF8,泰峰車業行,04-25293700,臺中市豐原區豐東路66號,24.246638,120.729371,"今日正常營業,但實際營業狀況依現場為主",台中市,豐原區
BF9,富暉車業有限公司,04-25268665,臺中市豐原區圓環北路2段121號1樓,24.260819,120.722628,"今日正常營業,但實際營業狀況依現場為主",台中市,豐原區
BG0,富達輪業行,04-25233696,臺中市豐原區向陽路370號,24.250142,120.730195,"今日正常營業,但實際營業狀況依現場為主",台中市,豐原區
BG1,大晉機車零件社,04-25221783,臺中市豐原區南嵩里水源路233號1樓,24.255688,120.739164,"今日正常營業,但實際營業狀況依現場為主",台中市,豐原區
BG2,愛車機車行,04-25601988,臺中市大雅區神林南路195號,24.225256,120.657136,"今日正常營業,但實際營業狀況依現場為主",台中市,大雅區
BG3,東祐機車行,04-23982618,臺中市太平區樹德路85之1號,24.151993,120.710993,"今日正常營業,但實際營業狀況依現場為主",台中市,太平區
BG4,十甲車業行,04-22138643,臺中市東區十甲路357號,24.144620,120.706629,"今日正常營業,但實際營業狀況依現場為主",台中市,東區
BG5,春源機車行,04-23015213,臺中市西區模範街52號,24.149953,120.666778,"今日正常營業,但實際營業狀況依現場為主",台中市,西區
BG7,飛帆車業有限公司,04-23898905,臺中市南屯區永定里黎明路2段107號1樓,24.144820,120.636728,"今日正常營業,但實際營業狀況依現場為主",台中市,南屯區
BG8,五同輪業有限公司,04-24752666,臺中市南屯區大墩路71號,24.138759,120.649719,"今日正常營業,但實際營業狀況依現場為主",台中市,南屯區
BH0,新興機車行,04-25874151,臺中市東勢區下新里東蘭路74-2、74-12號,24.268297,120.823732,"今日正常營業,但實際營業狀況依現場為主",台中市,東勢區
BH1,永新機車行,04-24865698,臺中市大里區中興路二段850號1樓,24.121277,120.686583,"今日正常營業,但實際營業狀況依現場為主",台中市,大里區
BH2,德勝機車行,04-22777681,臺中市太平區光興路1756號1樓,24.123832,120.734683,"今日正常營業,但實際營業狀況依現場為主",台中市,太平區
BH3,冠泰機車行,04-26333029,臺中市沙鹿區鎮南路二段296號1樓,24.227176,120.567863,"今日正常營業,但實際營業狀況依現場為主",台中市,沙鹿區
BH4,松億機車行,04-26335866,臺中市沙鹿區北勢里英才路115號,24.225308,120.570882,"今日正常營業,但實際營業狀況依現場為主",台中市,沙鹿區
BH6,俊譽車業行,04-25628281,臺中市神岡區北庄里中山路1325-2號1樓,24.258482,120.662596,"今日正常營業,但實際營業狀況依現場為主",台中市,神岡區
BH7,裕展機車行,04-22220446,臺中市西區平和里四維街119號1樓,24.140823,120.671441,"今日正常營業,但實際營業狀況依現場為主",台中市,西區
BH8,展丞機車行,04-22606127,臺中市南區復興路二段58號1樓,24.120608,120.661035,"今日正常營業,但實際營業狀況依現場為主",台中市,南區
BH9,仁富機車行,04-23582132,臺中市西屯區臺灣大道四段667號1樓,24.179726,120.621384,"今日正常營業,但實際營業狀況依現場為主",台中市,西屯區
BI1,鴻宇機車行,04-22447517,臺中市北屯區松安里興安路二段442之1號,24.182779,120.695251,"今日正常營業,但實際營業狀況依現場為主",台中市,北屯區
BI2,上和車行,04-25345773,臺中市潭子區東寶里大豐路二段38號1樓,24.216889,120.691576,"今日正常營業,但實際營業狀況依現場為主",台中市,潭子區
BI4,揚益機車行,04-25567999,臺中市后里區眉山里甲后路二段507號1樓,24.314043,120.690771,"今日正常營業,但實際營業狀況依現場為主",台中市,后里區
BI5,金德機車行,04-26883167,臺中市大甲區順天路355之2號,24.349089,120.626055,"今日正常營業,但實際營業狀況依現場為主",台中市,大甲區
BI6,志吉機車行,04-26584886,臺中市清水區信義五街96-5號1樓,24.265038,120.550878,"今日正常營業,但實際營業狀況依現場為主",台中市,清水區
BI7,禾新車行,04-23728990,臺中市西區安龍里林森路263號1樓,24.140300,120.667331,"今日正常營業,但實際營業狀況依現場為主",台中市,西區
BI9,寶豐機車行,04-25652579,臺中市大雅區中山北路162號1樓、2樓,24.218345,120.647151,"今日正常營業,但實際營業狀況依現場為主",台中市,大雅區
BJ1,吉詠機車行,04-22350121,臺中市北區建興里健行路422號1、2樓及424號1、2樓,24.159273,120.681600,"今日正常營業,但實際營業狀況依現場為主",台中市,北區
BJ2,新幸福機車行,04-23805298,臺中市南屯區文山里忠勇路52-252號1樓,24.144504,120.614894,"今日正常營業,但實際營業狀況依現場為主",台中市,南屯區
BJ3,京站機車行,04-25812363,臺中市新社區永源村中和街一段134號,24.222266,120.793692,"今日正常營業,但實際營業狀況依現場為主",台中市,新社區
BJ4,佶聖機車店,04-23787733,臺中市南區美村路二段76號,24.128947,120.661907,"今日正常營業,但實際營業狀況依現場為主",台中市,南區
BJ5,森旺車業行,04-22963688,臺中市北區漢口路三段227號1樓,24.167075,120.671765,"今日正常營業,但實際營業狀況依現場為主",台中市,北區
BJ6,裕泰機車行,04-22920178,臺中市北區中清路一段741號1樓,24.173001,120.671321,"今日正常營業,但實際營業狀況依現場為主",台中市,北區
BJ7,勝祥機車行,04-22477678,臺中市北屯區崇德二路一段173號1樓,24.176254,120.694291,"今日正常營業,但實際營業狀況依現場為主",台中市,北屯區
BJ8,焌捷機車行,04-2220-3429,臺中市南區新榮里學府路133號1樓,24.128220,120.674266,"今日正常營業,但實際營業狀況依現場為主",台中市,南區
BJ9,上輪機車行,04-22212221,臺中市東區台中路13號1樓,24.135251,120.682787,"今日正常營業,但實際營業狀況依現場為主",台中市,東區
BK1,新通修理行,04-22780120,臺中市太平區中興里太平路668號1號,24.126676,120.711397,"今日正常營業,但實際營業狀況依現場為主",台中市,太平區
BK2,瑞福機車行,04-23933672,臺中市太平區大源路22號,24.142859,120.724848,"今日正常營業,但實際營業狀況依現場為主",台中市,太平區
BK3,大山機車行,04-24872028,臺中市大里區中興路二段702號,24.117243,120.689604,"今日正常營業,但實際營業狀況依現場為主",台中市,大里區
BK4,易陞機車行,04-25602486,臺中市大雅區雅環路二段67號,24.225851,120.653046,"今日正常營業,但實際營業狀況依現場為主",台中市,大雅區
BK5,廣達機車行,04-25350599,臺中市潭子區大富路一段25號,24.206736,120.679740,"今日正常營業,但實際營業狀況依現場為主",台中市,潭子區
BK6,昇豐車業行,04-22778545,臺中市太平區永豐路39號,24.124404,120.713070,"今日正常營業,但實際營業狀況依現場為主",台中市,太平區
BK7,弘翔機車行,04-22789088,臺中市太平區新平路一段144號,24.132897,120.716444,"今日正常營業,但實際營業狀況依現場為主",台中市,太平區
BK8,大通機車行,04-2535-8769,臺中市潭子區中山路三段326號1樓,24.231311,120.708919,"今日正常營業,但實際營業狀況依現場為主",台中市,潭子區
BK9,佳政機車行,04-24832242,臺中市大里區東昇里日新路230號1樓,24.113883,120.694098,"今日正常營業,但實際營業狀況依現場為主",台中市,大里區
BL1,益民機車行,04-24810220,臺中市大里區益民路二段124號,24.107300,120.684816,"今日正常營業,但實際營業狀況依現場為主",台中市,大里區
BL2,曼尼機車行,04-22610981,臺中市南區工學路13之21號1樓、2樓,24.116702,120.667079,"今日正常營業,但實際營業狀況依現場為主",台中市,南區
BL3,旭光輪業行,04-24076523,臺中市大里區東里路36號、38號1樓,24.096511,120.678881,"今日正常營業,但實際營業狀況依現場為主",台中市,大里區
BL4,原永昌機車行,04-26911683,臺中市大肚區蔗廍里遊園路二段87號1樓、89號1樓,24.170806,120.579655,"今日正常營業,但實際營業狀況依現場為主",台中市,大肚區
BL5,洽億機車行,04-26864199,臺中市大甲區錦上街8號,24.353773,120.629769,"今日正常營業,但實際營業狀況依現場為主",台中市,大甲區
BL6,新信發車業行,04-26366077,臺中市沙鹿區保安路147號,24.208936,120.567045,"今日正常營業,但實際營業狀況依現場為主",台中市,沙鹿區
BL7,全勝機車行,04-26380263,臺中市龍井區中央路一段209號,24.201611,120.523271,"今日正常營業,但實際營業狀況依現場為主",台中市,龍井區
BL8,銓信機車行,04-26820910,臺中市大甲區日南里青年路46號、48號,24.405274,120.644167,"今日正常營業,但實際營業狀況依現場為主",台中市,大甲區
BL9,萬興機車行,04-23587668,臺中市西屯區福和里中工三路148號1樓,24.177546,120.618191,"今日正常營業,但實際營業狀況依現場為主",台中市,西屯區
BM1,龍旺車業行,04-23892341,臺中市南屯區春社里忠勇路12之22號１樓，２樓,24.138021,120.612513,"今日正常營業,但實際營業狀況依現場為主",台中市,南屯區
BM2,輝達輪業行,04-23830541,臺中市南屯區永定里永春路18-28號1樓,24.141360,120.632542,"今日正常營業,但實際營業狀況依現場為主",台中市,南屯區
BM3,嘉祥機車行,04-24790882,臺中市南屯區黎明路一段793號1、2樓,24.130779,120.634645,"今日正常營業,但實際營業狀況依現場為主",台中市,南屯區
BM4,昇益機車行,04-24737503,臺中市南屯區大墩路275號,24.143327,120.649709,"今日正常營業,但實際營業狀況依現場為主",台中市,南屯區
BM5,瑞益機車行,04-23588325,臺中市西屯區中工二路75號,24.180151,120.616527,"今日正常營業,但實際營業狀況依現場為主",台中市,西屯區
BM6,冠文機車行,04-24861185,臺中市大里區益民路二段85號,24.106561,120.686595,"今日正常營業,但實際營業狀況依現場為主",台中市,大里區
BM7,翊展車業行,04-22111080,臺中市東區十甲東路817號,24.149308,120.710316,"今日正常營業,但實際營業狀況依現場為主",台中市,東區
BM8,大豐機車行,04-23264217,臺中市南屯區惠中里向上路一段636號,24.146971,120.648595,"今日正常營業,但實際營業狀況依現場為主",台中市,南屯區
BM9,哈囉車業商行,04-22431469,臺中市北屯區熱河路二段172號1樓,24.172700,120.687904,"今日正常營業,但實際營業狀況依現場為主",台中市,北屯區
BN2,樺興機車行,04-25279683,臺中市豐原區成功路186號,24.243035,120.706329,"今日正常營業,但實際營業狀況依現場為主",台中市,豐原區
BN3,久元輪業行,04-23053555,臺中市西區公正路276號1樓,24.149283,120.657814,"今日正常營業,但實際營業狀況依現場為主",台中市,西區
BN4,宏運機車行,04-23938222,臺中市太平區育仁路69號1樓、2樓,24.155806,120.723118,"今日正常營業,但實際營業狀況依現場為主",台中市,太平區
BN5,永詮機車行,04-23938965,臺中市太平區大源路52號,24.142028,120.724673,"今日正常營業,但實際營業狀況依現場為主",台中市,太平區
BN6,信通機車行,04-23391589,臺中市霧峰區六股里中正路404號,24.040216,120.692782,"今日正常營業,但實際營業狀況依現場為主",台中市,霧峰區
BN7,大輝機車行,04-25813331,臺中市新社區東新路2段49號,24.248383,120.809439,"今日正常營業,但實際營業狀況依現場為主",台中市,新社區
BN8,立弘機車行,04-25320399,臺中市潭子區圓通南路282號1、2樓,24.207332,120.702353,"今日正常營業,但實際營業狀況依現場為主",台中市,潭子區
BN9,宗晟機車行,04-26222108,臺中市清水區鰲峰路192-3號1樓,24.268270,120.567514,"今日正常營業,但實際營業狀況依現場為主",台中市,清水區
BO1,偉勝機車行,04-22346490,臺中市北屯區北平路三段31號1樓、2樓,24.171270,120.680568,"今日正常營業,但實際營業狀況依現場為主",台中市,北屯區
BO2,成發機車行,04-25660775,臺中市大雅區平和路45號,24.228126,120.632151,"今日正常營業,但實際營業狀況依現場為主",台中市,大雅區
BO3,和晉機車行,04-23750655,臺中市西區南屯路一段188號,24.134314,120.656740,"今日正常營業,但實際營業狀況依現場為主",台中市,西區
BO4,富順車業行,04-25661365,臺中市大雅區昌平路三段650號,24.214748,120.668859,"今日正常營業,但實際營業狀況依現場為主",台中市,大雅區
BO5,全暉機車行,04-23168530,臺中市西屯區華美西街2段381號1樓,24.172428,120.666634,"今日正常營業,但實際營業狀況依現場為主",台中市,西屯區
BO6,甲順輪業行,04-26861365,臺中市大甲區水源路168號,24.340005,120.625643,"今日正常營業,但實際營業狀況依現場為主",台中市,大甲區
BO7,億元機車行,04-24350219,臺中市北屯區東山路一段35之6號1樓,24.169730,120.704149,"今日正常營業,但實際營業狀況依現場為主",台中市,北屯區
BO8,光展機車行,04-22374131,臺中市北屯區文昌東四街73號,24.171547,120.682308,"今日正常營業,但實際營業狀況依現場為主",台中市,北屯區
BO9,三豐機車行,04-22127827,臺中市東區東南里十甲路55號1樓及十甲路57巷1號1樓、2樓,24.144853,120.696639,"今日正常營業,但實際營業狀況依現場為主",台中市,東區
BP1,民宏機車行,04-25852806,臺中市東勢區上城里上城街150號1樓,24.218937,120.838444,"今日正常營業,但實際營業狀況依現場為主",台中市,東勢區
BP2,永旭機車行,04-25294395,臺中市豐原區南陽里南陽路261號1樓,24.244771,120.727735,"今日正常營業,但實際營業狀況依現場為主",台中市,豐原區
BP3,裕祐機車行,04-25586611,臺中市后里區義里里甲后路一段135號1、2樓,24.309241,120.729531,"今日正常營業,但實際營業狀況依現場為主",台中市,后里區
BP4,盛新輪業,04-23307229,臺中市霧峰區振興街117號1樓,24.065261,120.697094,"今日正常營業,但實際營業狀況依現場為主",台中市,霧峰區
BP5,子翔機車行,04-24913907,臺中市大里區仁愛路153號1樓,24.097001,120.703703,"今日正常營業,但實際營業狀況依現場為主",台中市,大里區
BP6,大裕機車行,04-24924307,臺中市大里區瑞城里塗城路310號1樓,24.087630,120.705878,"今日正常營業,但實際營業狀況依現場為主",台中市,大里區
BP7,詳昇車業行,04-23785959,臺中市西區大忠里五權五街232號1樓,24.136692,120.656569,"今日正常營業,但實際營業狀況依現場為主",台中市,西區
BP8,普瑒機車行,04-22375586,臺中市北區進化路648之8號1樓、2樓,24.160701,120.694588,"今日正常營業,但實際營業狀況依現場為主",台中市,北區
BP9,太通機車行,04-25242199,臺中市神岡區豐洲里豐洲路165號1樓,24.258660,120.710319,"今日正常營業,但實際營業狀況依現場為主",台中市,神岡區
BQ1,昆鋒機車行,04-22316200,臺中市北區錦洲里進化路458號1樓,24.157006,120.694631,"今日正常營業,但實際營業狀況依現場為主",台中市,北區
BQ2,德旺二輪車業,04-26336268,臺中市沙鹿區晉江里臺灣大道七段130號1樓,24.223151,120.578773,"今日正常營業,但實際營業狀況依現場為主",台中市,沙鹿區
BQ3,南輪車行,04-22252407,臺中市東區振興路2-8號1樓、2樓,24.136454,120.689492,"今日正常營業,但實際營業狀況依現場為主",台中市,東區
BQ4,達興機車行,04-26981578,臺中市大肚區文昌路1段74巷5號1樓,24.150917,120.543471,"今日正常營業,但實際營業狀況依現場為主",台中市,大肚區
BQ5,上禾機車行,04-25820234,臺中市新社區中興里中興嶺90之6號1樓,24.203023,120.797544,"今日正常營業,但實際營業狀況依現場為主",台中市,新社區
BQ6,廣裕汽車股份有限公司,04-24377800,臺中市北屯區松竹路一段901號,24.182152,120.714231,"今日正常營業,但實際營業狀況依現場為主",台中市,北屯區
BQ7,宏洋車業行,04-22936484,臺中市北區山西路二段113號1樓,24.171184,120.675660,"今日正常營業,但實際營業狀況依現場為主",台中市,北區
BQ8,佑達機車行,04-26316111,臺中市龍井區東海里國際街221號1樓,24.188610,120.596392,"今日正常營業,但實際營業狀況依現場為主",台中市,龍井區
BQ9,紅家機車行,04-26368823,臺中市沙鹿區鎮南路二段81、83號1F,24.222272,120.568656,"今日正常營業,但實際營業狀況依現場為主",台中市,沙鹿區
